ecoregion,bandsname,Train R2,Test R2,Synergy Gain
I25,Basic_Index+SocioEconomic:,0.5748,0.4836,0.2094
I25,Basic_Index+LandCover:,0.4964,0.43,0.2091
I25,Texture+Temporal:,0.3591,0.2284,0.1305
I25,Texture+Climate:,0.3357,0.2321,0.0582
I25,Texture+Topography:,0.2837,0.1793,0.0497
I25,Texture+SocioEconomic:,0.2861,0.1861,0.0569
I25,Texture+LandCover:,0.2529,0.152,0.076
I25,Temporal+Climate:,0.3282,0.2184,0.067
I25,Temporal+Topography:,0.2343,0.1176,0.0104
I25,Temporal+SocioEconomic:,0.2411,0.1384,0.0315
I25,Temporal+LandCover:,0.2115,0.0988,0.0452
I25,Climate+Topography:,0.3293,0.2277,0.0445
I25,Climate+SocioEconomic:,0.344,0.256,0.0731
I25,Climate+LandCover:,0.2993,0.2199,0.0903
I25,Topography+SocioEconomic:,0.2504,0.1688,0.0302
I25,Topography+LandCover:,0.2232,0.1461,0.0608
I25,SocioEconomic+LandCover:,0.2068,0.1412,0.0562
I25,Basic_Index+Texture+Temporal:,0.7129,0.5959,0.394
I25,Basic_Index+Texture+Climate:,0.6509,0.5616,0.309
I25,Basic_Index+Texture+Topography:,0.5434,0.458,0.2349
I25,Basic_Index+Texture+SocioEconomic:,0.5954,0.4931,0.2702
I25,Basic_Index+Texture+LandCover:,0.5269,0.4438,0.2565
I25,Basic_Index+Temporal+Climate:,0.7705,0.6627,0.425
I25,Basic_Index+Temporal+Topography:,0.7172,0.6094,0.4012
I25,Basic_Index+Temporal+SocioEconomic:,0.7293,0.6228,0.4148
I25,Basic_Index+Temporal+LandCover:,0.7014,0.5876,0.4152
I25,Basic_Index+Climate+Topography:,0.6517,0.5622,0.3034
I25,Basic_Index+Climate+SocioEconomic:,0.6496,0.5645,0.3059
I25,Basic_Index+Climate+LandCover:,0.6437,0.5589,0.3358
I25,Basic_Index+Topography+SocioEconomic:,0.5975,0.5011,0.272
I25,Basic_Index+Topography+LandCover:,0.5413,0.457,0.2634
I25,Basic_Index+SocioEconomic+LandCover:,0.5865,0.4935,0.3001
I25,Texture+Temporal+Climate:,0.4041,0.2807,0.1396
I25,Texture+Temporal+Topography:,0.3785,0.243,0.1315
I25,Texture+Temporal+SocioEconomic:,0.3794,0.25,0.1387
I25,Texture+Temporal+LandCover:,0.3642,0.2355,0.1596
I25,Texture+Climate+Topography:,0.3577,0.25,0.0878
I25,Texture+Climate+SocioEconomic:,0.3773,0.2766,0.1146
I25,Texture+Climate+LandCover:,0.349,0.2476,0.1211
I25,Texture+Topography+SocioEconomic:,0.3275,0.2294,0.0969
I25,Texture+Topography+LandCover:,0.2979,0.1986,0.1016
I25,Texture+SocioEconomic+LandCover:,0.3015,0.2053,0.1086
I25,Temporal+Climate+Topography:,0.3495,0.2295,0.0822
I25,Temporal+Climate+SocioEconomic:,0.3768,0.2694,0.1224
I25,Temporal+Climate+LandCover:,0.3325,0.2267,0.1151
I25,Temporal+Topography+SocioEconomic:,0.2711,0.1596,0.0421
I25,Temporal+Topography+LandCover:,0.2651,0.144,0.0619
I25,Temporal+SocioEconomic+LandCover:,0.2682,0.1642,0.0823
I25,Climate+Topography+SocioEconomic:,0.3684,0.2688,0.1006
I25,Climate+Topography+LandCover:,0.3351,0.2328,0.1001
I25,Climate+SocioEconomic+LandCover:,0.3451,0.2554,0.1229
I25,Topography+SocioEconomic+LandCover:,0.2596,0.1805,0.0776
I26,Basic_Index:,0.6586,0.5766,0
I26,Texture:,0.641,0.5119,0
I26,Temporal:,0.2304,0.0894,0
I26,Climate:,0.2991,0.1881,0
I26,Topography:,0.2773,0.1872,0
I26,SocioEconomic:,0.2063,0.1207,0
I26,LandCover:,0.0339,0.0183,0
I26,Basic_Index+Texture:,0.7534,0.6253,0.081
I26,Basic_Index+Temporal:,0.7785,0.6845,0.3515
I26,Basic_Index+Climate:,0.7507,0.6466,0.2642
I26,Basic_Index+Topography:,0.6956,0.5896,0.2077
I26,Basic_Index+SocioEconomic:,0.7045,0.6082,0.2596
I26,Basic_Index+LandCover:,0.6639,0.5816,0.2841
I26,Texture+Temporal:,0.7127,0.5764,0.2757
I26,Texture+Climate:,0.703,0.5551,0.205
I26,Texture+Topography:,0.6758,0.5355,0.1859
I26,Texture+SocioEconomic:,0.6705,0.5333,0.217
I26,Texture+LandCover:,0.6452,0.5165,0.2514
I26,Temporal+Climate:,0.3631,0.2203,0.0816
I26,Temporal+Topography:,0.3255,0.1763,0.038
I26,Temporal+SocioEconomic:,0.3242,0.1699,0.0649
I26,Temporal+LandCover:,0.2369,0.1158,0.0619
I26,Climate+Topography:,0.3355,0.2043,0.0166
I26,Climate+SocioEconomic:,0.3206,0.2002,0.0458
I26,Climate+LandCover:,0.3003,0.1833,0.0801
I26,Topography+SocioEconomic:,0.2892,0.1638,0.0099
I26,Topography+LandCover:,0.2645,0.1816,0.0789
I26,SocioEconomic+LandCover:,0.2094,0.1274,0.058
I26,Basic_Index+Texture+Temporal:,0.8164,0.7117,0.3191
I26,Basic_Index+Texture+Climate:,0.8012,0.6794,0.2539
I26,Basic_Index+Texture+Topography:,0.7653,0.6382,0.2129
I26,Basic_Index+Texture+SocioEconomic:,0.7709,0.6464,0.2434
I26,Basic_Index+Texture+LandCover:,0.7546,0.63,0.261
I26,Basic_Index+Temporal+Climate:,0.8114,0.7138,0.4291
I26,Basic_Index+Temporal+Topography:,0.7874,0.6871,0.4027
I26,Basic_Index+Temporal+SocioEconomic:,0.7855,0.6893,0.4271
I26,Basic_Index+Temporal+LandCover:,0.7795,0.6855,0.4574
I26,Basic_Index+Climate+Topography:,0.7581,0.6503,0.333
I26,Basic_Index+Climate+SocioEconomic:,0.7572,0.6485,0.3534
I26,Basic_Index+Climate+LandCover:,0.753,0.6484,0.3874
I26,Basic_Index+Topography+SocioEconomic:,0.7202,0.6149,0.32
I26,Basic_Index+Topography+LandCover:,0.6978,0.5921,0.3314
I26,Basic_Index+SocioEconomic+LandCover:,0.7055,0.6094,0.3708
I26,Texture+Temporal+Climate:,0.7469,0.5988,0.3356
I26,Texture+Temporal+Topography:,0.7287,0.5882,0.3253
I26,Texture+Temporal+SocioEconomic:,0.726,0.586,0.3454
I26,Texture+Temporal+LandCover:,0.7141,0.5801,0.3736
I26,Texture+Climate+Topography:,0.7194,0.5647,0.2689
I26,Texture+Climate+SocioEconomic:,0.7071,0.5583,0.2847
I26,Texture+Climate+LandCover:,0.7048,0.5569,0.3174
I26,Texture+Topography+SocioEconomic:,0.6938,0.5506,0.2773
I26,Texture+Topography+LandCover:,0.6764,0.5367,0.2976
I26,Texture+SocioEconomic+LandCover:,0.6719,0.5381,0.3211
I26,Temporal+Climate+Topography:,0.388,0.2418,0.0869
I26,Temporal+Climate+SocioEconomic:,0.3751,0.2336,0.1009
I26,Temporal+Climate+LandCover:,0.3638,0.2258,0.1272
I26,Temporal+Topography+SocioEconomic:,0.3628,0.2066,0.0742
I26,Temporal+Topography+LandCover:,0.3247,0.189,0.0907
I26,Temporal+SocioEconomic+LandCover:,0.3195,0.1853,0.1092
I26,Climate+Topography+SocioEconomic:,0.3466,0.2098,0.0445
I26,Climate+Topography+LandCover:,0.3313,0.2036,0.0724
I26,Climate+SocioEconomic+LandCover:,0.315,0.1949,0.0859
I26,Topography+SocioEconomic+LandCover:,0.2844,0.1684,0.0597
I27,Basic_Index:,0.7923,0.5758,0
I27,Texture:,0.8003,0.593,0
I27,Temporal:,0.4028,0.0366,0
I27,Climate:,0.7113,0.4403,0
I27,Topography:,0.7263,0.562,0
I27,SocioEconomic:,0.0007,-0.0002,0
I27,LandCover:,0.1247,0.1285,0
I27,Basic_Index+Texture:,0.8738,0.6555,0.0711
I27,Basic_Index+Temporal:,0.8885,0.674,0.3678
I27,Basic_Index+Climate:,0.9014,0.6918,0.1837
I27,Basic_Index+Topography:,0.9003,0.7435,0.1746
I27,Basic_Index+SocioEconomic:,0.7924,0.5768,0.289
I27,Basic_Index+LandCover:,0.7956,0.6105,0.2584
I27,Texture+Temporal:,0.8371,0.6062,0.2914
I27,Texture+Climate:,0.8908,0.672,0.1553
I27,Texture+Topography:,0.8692,0.6831,0.1056
I27,Texture+SocioEconomic:,0.8001,0.5899,0.2935
I27,Texture+LandCover:,0.8041,0.6294,0.2687
I27,Temporal+Climate:,0.8129,0.4614,0.2229
I27,Temporal+Topography:,0.7104,0.4669,0.1676
I27,Temporal+SocioEconomic:,0.4027,0.041,0.0228
I27,Temporal+LandCover:,0.3834,0.1613,0.0787
I27,Climate+Topography:,0.8292,0.5677,0.0666
I27,Climate+SocioEconomic:,0.7115,0.4407,0.2206
I27,Climate+LandCover:,0.7272,0.4845,0.2001
I27,Topography+SocioEconomic:,0.7267,0.5608,0.2799
I27,Topography+LandCover:,0.6942,0.5455,0.2002
I27,SocioEconomic+LandCover:,0.1252,0.1285,0.0643
I27,Basic_Index+Texture+Temporal:,0.9023,0.7085,0.3067
I27,Basic_Index+Texture+Climate:,0.9182,0.7121,0.1758
I27,Basic_Index+Texture+Topography:,0.9152,0.7383,0.1614
I27,Basic_Index+Texture+SocioEconomic:,0.874,0.6563,0.2667
I27,Basic_Index+Texture+LandCover:,0.8746,0.6688,0.2364
I27,Basic_Index+Temporal+Climate:,0.9218,0.7594,0.4085
I27,Basic_Index+Temporal+Topography:,0.9173,0.7595,0.368
I27,Basic_Index+Temporal+SocioEconomic:,0.8886,0.6718,0.4677
I27,Basic_Index+Temporal+LandCover:,0.8869,0.6898,0.4428
I27,Basic_Index+Climate+Topography:,0.9207,0.753,0.227
I27,Basic_Index+Climate+SocioEconomic:,0.9017,0.6908,0.3522
I27,Basic_Index+Climate+LandCover:,0.9035,0.7087,0.3271
I27,Basic_Index+Topography+SocioEconomic:,0.9002,0.7428,0.3636
I27,Basic_Index+Topography+LandCover:,0.8984,0.7532,0.3311
I27,Basic_Index+SocioEconomic+LandCover:,0.7955,0.6108,0.3761
I27,Texture+Temporal+Climate:,0.8958,0.6789,0.3222
I27,Texture+Temporal+Topography:,0.8754,0.6807,0.2835
I27,Texture+Temporal+SocioEconomic:,0.8381,0.6085,0.3987
I27,Texture+Temporal+LandCover:,0.8375,0.6447,0.392
I27,Texture+Climate+Topography:,0.8997,0.7108,0.179
I27,Texture+Climate+SocioEconomic:,0.8904,0.6719,0.3275
I27,Texture+Climate+LandCover:,0.8813,0.6874,0.3002
I27,Texture+Topography+SocioEconomic:,0.8695,0.6837,0.2987
I27,Texture+Topography+LandCover:,0.865,0.7043,0.2765
I27,Texture+SocioEconomic+LandCover:,0.8044,0.6294,0.389
I27,Temporal+Climate+Topography:,0.8415,0.5586,0.2123
I27,Temporal+Climate+SocioEconomic:,0.813,0.4557,0.2968
I27,Temporal+Climate+LandCover:,0.8049,0.474,0.2722
I27,Temporal+Topography+SocioEconomic:,0.7099,0.466,0.2665
I27,Temporal+Topography+LandCover:,0.688,0.4739,0.2315
I27,Temporal+SocioEconomic+LandCover:,0.3834,0.161,0.106
I27,Climate+Topography+SocioEconomic:,0.829,0.565,0.231
I27,Climate+Topography+LandCover:,0.8205,0.5698,0.1929
I27,Climate+SocioEconomic+LandCover:,0.7267,0.4871,0.2976
I27,Topography+SocioEconomic+LandCover:,0.694,0.5459,0.3158
I28,Basic_Index:,0.574,0.5145,0
I28,Texture:,0.3835,0.2837,0
I28,Temporal:,0.1732,0.0572,0
I28,Climate:,0.2714,0.1725,0
I28,Topography:,0.1967,0.1293,0
I28,SocioEconomic:,0.1529,0.0675,0
I28,LandCover:,0.0154,0.0159,0
I28,Basic_Index+Texture:,0.6215,0.5263,0.1272
I28,Basic_Index+Temporal:,0.7393,0.644,0.3582
I28,Basic_Index+Climate:,0.7057,0.6233,0.2798
I28,Basic_Index+Topography:,0.6561,0.5644,0.2425
I28,Basic_Index+SocioEconomic:,0.6535,0.5703,0.2793
I28,Basic_Index+LandCover:,0.6054,0.5367,0.2715
I28,Texture+Temporal:,0.497,0.3634,0.1929
I28,Texture+Climate:,0.5205,0.3988,0.1707
I28,Texture+Topography:,0.4645,0.3363,0.1298
I28,Texture+SocioEconomic:,0.4417,0.3309,0.1553
I28,Texture+LandCover:,0.4129,0.3094,0.1596
I28,Temporal+Climate:,0.3155,0.1842,0.0693
I28,Temporal+Topography:,0.2324,0.1143,0.0211
I28,Temporal+SocioEconomic:,0.2164,0.1078,0.0454
I28,Temporal+LandCover:,0.1908,0.0857,0.0491
I28,Climate+Topography:,0.3025,0.1721,0.0212
I28,Climate+SocioEconomic:,0.3021,0.1905,0.0705
I28,Climate+LandCover:,0.2795,0.17,0.0758
I28,Topography+SocioEconomic:,0.2392,0.1211,0.0227
I28,Topography+LandCover:,0.2096,0.1394,0.0668
I28,SocioEconomic+LandCover:,0.1702,0.0805,0.0388
I28,Basic_Index+Texture+Temporal:,0.754,0.6495,0.3644
I28,Basic_Index+Texture+Climate:,0.7271,0.6298,0.3062
I28,Basic_Index+Texture+Topography:,0.6846,0.5683,0.2591
I28,Basic_Index+Texture+SocioEconomic:,0.6796,0.5722,0.2836
I28,Basic_Index+Texture+LandCover:,0.6429,0.5468,0.2755
I28,Basic_Index+Temporal+Climate:,0.7885,0.6942,0.4461
I28,Basic_Index+Temporal+Topography:,0.757,0.6566,0.4229
I28,Basic_Index+Temporal+SocioEconomic:,0.7599,0.6643,0.4512
I28,Basic_Index+Temporal+LandCover:,0.7414,0.6459,0.4501
I28,Basic_Index+Climate+Topography:,0.7183,0.6229,0.3508
I28,Basic_Index+Climate+SocioEconomic:,0.7153,0.6271,0.3756
I28,Basic_Index+Climate+LandCover:,0.7091,0.6256,0.3913
I28,Basic_Index+Topography+SocioEconomic:,0.6921,0.5942,0.3571
I28,Basic_Index+Topography+LandCover:,0.6599,0.5674,0.3475
I28,Basic_Index+SocioEconomic+LandCover:,0.6632,0.5813,0.382
I28,Texture+Temporal+Climate:,0.5649,0.429,0.2578
I28,Texture+Temporal+Topography:,0.5199,0.3805,0.2237
I28,Texture+Temporal+SocioEconomic:,0.519,0.3853,0.2491
I28,Texture+Temporal+LandCover:,0.503,0.3705,0.2516
I28,Texture+Climate+Topography:,0.5348,0.404,0.2088
I28,Texture+Climate+SocioEconomic:,0.535,0.4119,0.2373
I28,Texture+Climate+LandCover:,0.5241,0.4019,0.2446
I28,Texture+Topography+SocioEconomic:,0.4965,0.3656,0.2054
I28,Texture+Topography+LandCover:,0.4801,0.3475,0.2046
I28,Texture+SocioEconomic+LandCover:,0.4617,0.3503,0.228
I28,Temporal+Climate+Topography:,0.3358,0.1893,0.0696
I28,Temporal+Climate+SocioEconomic:,0.3395,0.2005,0.1014
I28,Temporal+Climate+LandCover:,0.3207,0.1865,0.1046
I28,Temporal+Topography+SocioEconomic:,0.265,0.1427,0.058
I28,Temporal+Topography+LandCover:,0.2502,0.131,0.0635
I28,Temporal+SocioEconomic+LandCover:,0.2318,0.1199,0.073
I28,Climate+Topography+SocioEconomic:,0.323,0.188,0.0649
I28,Climate+Topography+LandCover:,0.3067,0.1741,0.0681
I28,Climate+SocioEconomic+LandCover:,0.3068,0.1886,0.1033
I28,Topography+SocioEconomic+LandCover:,0.2424,0.1284,0.0575
I29,Basic_Index:,0.6934,0.1423,0
I29,Texture:,0.7617,0.0262,0
I29,Temporal:,0.6129,-0.0886,0
I29,Climate:,0.6424,0.0608,0
I29,Topography:,0.9368,0.858,0
I29,SocioEconomic:,0.5018,-0.0162,0
I29,LandCover:,0.1186,0.1096,0
I29,Basic_Index+Texture:,0.7932,0.1159,0.0317
I29,Basic_Index+Temporal:,0.8426,0.2433,0.2164
I29,Basic_Index+Climate:,0.8675,0.3336,0.2321
I29,Basic_Index+Topography:,0.887,0.4958,-0.0043
I29,Basic_Index+SocioEconomic:,0.824,0.1974,0.1344
I29,Basic_Index+LandCover:,0.7618,0.2168,0.0909
I29,Texture+Temporal:,0.7874,0.0442,0.0754
I29,Texture+Climate:,0.7865,0.0096,-0.0339
I29,Texture+Topography:,0.8538,0.4917,0.0496
I29,Texture+SocioEconomic:,0.7616,0.0355,0.0304
I29,Texture+LandCover:,0.7996,0.0547,-0.0132
I29,Temporal+Climate:,0.6758,0.0785,0.0924
I29,Temporal+Topography:,0.8451,0.5296,0.1449
I29,Temporal+SocioEconomic:,0.609,-0.012,0.0404
I29,Temporal+LandCover:,0.7025,0.0041,-0.0064
I29,Climate+Topography:,0.8183,0.4348,-0.0246
I29,Climate+SocioEconomic:,0.7059,0.0603,0.038
I29,Climate+LandCover:,0.7107,0.2013,0.1161
I29,Topography+SocioEconomic:,0.8953,0.6581,0.2371
I29,Topography+LandCover:,0.9331,0.8294,0.3456
I29,SocioEconomic+LandCover:,0.6835,-0.0255,-0.0722
I29,Basic_Index+Texture+Temporal:,0.8643,0.2551,0.2284
I29,Basic_Index+Texture+Climate:,0.8823,0.2782,0.2017
I29,Basic_Index+Texture+Topography:,0.8825,0.3931,0.0509
I29,Basic_Index+Texture+SocioEconomic:,0.8316,0.1934,0.1426
I29,Basic_Index+Texture+LandCover:,0.822,0.1671,0.0744
I29,Basic_Index+Temporal+Climate:,0.9081,0.3975,0.3593
I29,Basic_Index+Temporal+Topography:,0.9036,0.4051,0.1012
I29,Basic_Index+Temporal+SocioEconomic:,0.8642,0.3376,0.325
I29,Basic_Index+Temporal+LandCover:,0.8588,0.2662,0.2118
I29,Basic_Index+Climate+Topography:,0.8937,0.4168,0.0631
I29,Basic_Index+Climate+SocioEconomic:,0.8661,0.3005,0.2382
I29,Basic_Index+Climate+LandCover:,0.8792,0.3491,0.2448
I29,Basic_Index+Topography+SocioEconomic:,0.889,0.4385,0.1105
I29,Basic_Index+Topography+LandCover:,0.893,0.513,0.143
I29,Basic_Index+SocioEconomic+LandCover:,0.8434,0.2033,0.1247
I29,Texture+Temporal+Climate:,0.7972,0.1354,0.1359
I29,Texture+Temporal+Topography:,0.8453,0.3579,0.0927
I29,Texture+Temporal+SocioEconomic:,0.7802,0.06,0.0862
I29,Texture+Temporal+LandCover:,0.8034,0.09,0.0743
I29,Texture+Climate+Topography:,0.8238,0.2976,-0.0174
I29,Texture+Climate+SocioEconomic:,0.7879,0.0241,0.0005
I29,Texture+Climate+LandCover:,0.8165,0.0437,-0.0218
I29,Texture+Topography+SocioEconomic:,0.8406,0.4302,0.1408
I29,Texture+Topography+LandCover:,0.8577,0.5001,0.1688
I29,Texture+SocioEconomic+LandCover:,0.8075,0.0451,0.0052
I29,Temporal+Climate+Topography:,0.7997,0.3483,0.0716
I29,Temporal+Climate+SocioEconomic:,0.6838,0.0723,0.0869
I29,Temporal+Climate+LandCover:,0.702,0.1447,0.1175
I29,Temporal+Topography+SocioEconomic:,0.8317,0.4889,0.2378
I29,Temporal+Topography+LandCover:,0.8479,0.5366,0.2436
I29,Temporal+SocioEconomic+LandCover:,0.7122,0.0622,0.0606
I29,Climate+Topography+SocioEconomic:,0.8221,0.4133,0.1124
I29,Climate+Topography+LandCover:,0.8226,0.4599,0.1171
I29,Climate+SocioEconomic+LandCover:,0.7464,0.1123,0.0609
I29,Topography+SocioEconomic+LandCover:,0.8983,0.6758,0.3587
I30,Basic_Index:,0.896,0.7189,0
I30,Texture:,0.9207,0.7019,0
I30,Temporal:,0.3599,0.0871,0
I30,Climate:,0.7419,0.619,0
I30,Topography:,0.9144,0.807,0
I30,SocioEconomic:,0,-0.0035,0
I30,LandCover:,0.081,0.0647,0
I30,Basic_Index+Texture:,0.9653,0.8223,0.1119
I30,Basic_Index+Temporal:,0.9419,0.7735,0.3705
I30,Basic_Index+Climate:,0.9598,0.8301,0.1612
I30,Basic_Index+Topography:,0.959,0.848,0.0851
I30,Basic_Index+SocioEconomic:,0.8959,0.7208,0.3631
I30,Basic_Index+LandCover:,0.8985,0.7535,0.3617
I30,Texture+Temporal:,0.9257,0.6997,0.3052
I30,Texture+Climate:,0.9487,0.7536,0.0932
I30,Texture+Topography:,0.9436,0.7783,0.0238
I30,Texture+SocioEconomic:,0.9201,0.7017,0.3525
I30,Texture+LandCover:,0.926,0.7615,0.3781
I30,Temporal+Climate:,0.7662,0.5728,0.2197
I30,Temporal+Topography:,0.812,0.5852,0.1381
I30,Temporal+SocioEconomic:,0.3604,0.0846,0.0428
I30,Temporal+LandCover:,0.3924,0.1345,0.0586
I30,Climate+Topography:,0.8177,0.6441,-0.0689
I30,Climate+SocioEconomic:,0.7417,0.6177,0.31
I30,Climate+LandCover:,0.7544,0.6298,0.288
I30,Topography+SocioEconomic:,0.9145,0.8083,0.4065
I30,Topography+LandCover:,0.9081,0.8079,0.372
I30,SocioEconomic+LandCover:,0.081,0.0647,0.0341
I30,Basic_Index+Texture+Temporal:,0.9689,0.826,0.3233
I30,Basic_Index+Texture+Climate:,0.971,0.8398,0.1599
I30,Basic_Index+Texture+Topography:,0.9704,0.8403,0.0977
I30,Basic_Index+Texture+SocioEconomic:,0.9657,0.8216,0.3492
I30,Basic_Index+Texture+LandCover:,0.9661,0.8255,0.3303
I30,Basic_Index+Temporal+Climate:,0.9669,0.8457,0.3707
I30,Basic_Index+Temporal+Topography:,0.961,0.8247,0.287
I30,Basic_Index+Temporal+SocioEconomic:,0.9421,0.7705,0.503
I30,Basic_Index+Temporal+LandCover:,0.9405,0.7765,0.4862
I30,Basic_Index+Climate+Topography:,0.9657,0.8465,0.1315
I30,Basic_Index+Climate+SocioEconomic:,0.9599,0.8291,0.3843
I30,Basic_Index+Climate+LandCover:,0.96,0.8354,0.3678
I30,Basic_Index+Topography+SocioEconomic:,0.9589,0.8475,0.3401
I30,Basic_Index+Topography+LandCover:,0.9576,0.847,0.3168
I30,Basic_Index+SocioEconomic+LandCover:,0.8981,0.7545,0.4944
I30,Texture+Temporal+Climate:,0.9434,0.7415,0.2722
I30,Texture+Temporal+Topography:,0.9394,0.7481,0.216
I30,Texture+Temporal+SocioEconomic:,0.9246,0.6992,0.4374
I30,Texture+Temporal+LandCover:,0.9305,0.7517,0.4671
I30,Texture+Climate+Topography:,0.9512,0.7853,0.076
I30,Texture+Climate+SocioEconomic:,0.9493,0.7594,0.3202
I30,Texture+Climate+LandCover:,0.9459,0.7848,0.3229
I30,Texture+Topography+SocioEconomic:,0.9428,0.7788,0.277
I30,Texture+Topography+LandCover:,0.9413,0.803,0.2784
I30,Texture+SocioEconomic+LandCover:,0.9266,0.7588,0.5044
I30,Temporal+Climate+Topography:,0.8044,0.6072,0.1028
I30,Temporal+Climate+SocioEconomic:,0.7661,0.5723,0.3381
I30,Temporal+Climate+LandCover:,0.766,0.5804,0.3235
I30,Temporal+Topography+SocioEconomic:,0.8115,0.5894,0.2925
I30,Temporal+Topography+LandCover:,0.8127,0.5868,0.2671
I30,Temporal+SocioEconomic+LandCover:,0.3922,0.1377,0.0882
I30,Climate+Topography+SocioEconomic:,0.8174,0.6429,0.1687
I30,Climate+Topography+LandCover:,0.8183,0.6438,0.1469
I30,Climate+SocioEconomic+LandCover:,0.7553,0.6294,0.4027
I30,Topography+SocioEconomic+LandCover:,0.9082,0.805,0.5156
I31,Basic_Index:,0.7043,0.5792,0
I31,Texture:,0.5095,0.2813,0
I31,Temporal:,0.2451,0.0462,0
I31,Climate:,0.41,0.194,0
I31,Topography:,0.3922,0.2587,0
I31,SocioEconomic:,0.2704,0.1074,0
I31,LandCover:,0.0689,0.0807,0
I31,Basic_Index+Texture:,0.7521,0.5869,0.1567
I31,Basic_Index+Temporal:,0.814,0.6642,0.3515
I31,Basic_Index+Climate:,0.8187,0.667,0.2804
I31,Basic_Index+Topography:,0.762,0.6046,0.1857
I31,Basic_Index+SocioEconomic:,0.7897,0.6314,0.2881
I31,Basic_Index+LandCover:,0.7114,0.5815,0.2515
I31,Texture+Temporal:,0.6376,0.3606,0.1969
I31,Texture+Climate:,0.6626,0.4168,0.1792
I31,Texture+Topography:,0.5898,0.3408,0.0708
I31,Texture+SocioEconomic:,0.5971,0.3398,0.1454
I31,Texture+LandCover:,0.5423,0.3228,0.1418
I31,Temporal+Climate:,0.4652,0.2156,0.0955
I31,Temporal+Topography:,0.3929,0.1717,0.0193
I31,Temporal+SocioEconomic:,0.3354,0.1348,0.058
I31,Temporal+LandCover:,0.3384,0.1208,0.0574
I31,Climate+Topography:,0.4887,0.2311,0.0047
I31,Climate+SocioEconomic:,0.4443,0.2108,0.0601
I31,Climate+LandCover:,0.4548,0.2425,0.1051
I31,Topography+SocioEconomic:,0.3818,0.1928,0.0097
I31,Topography+LandCover:,0.4454,0.2896,0.1199
I31,SocioEconomic+LandCover:,0.3375,0.1505,0.0565
I31,Basic_Index+Texture+Temporal:,0.8263,0.6783,0.3761
I31,Basic_Index+Texture+Climate:,0.8349,0.6707,0.3192
I31,Basic_Index+Texture+Topography:,0.7784,0.6092,0.2361
I31,Basic_Index+Texture+SocioEconomic:,0.8072,0.6326,0.31
I31,Basic_Index+Texture+LandCover:,0.7546,0.5939,0.2802
I31,Basic_Index+Temporal+Climate:,0.8617,0.7179,0.4447
I31,Basic_Index+Temporal+Topography:,0.8271,0.6814,0.3867
I31,Basic_Index+Temporal+SocioEconomic:,0.8389,0.6806,0.4364
I31,Basic_Index+Temporal+LandCover:,0.8183,0.6675,0.4321
I31,Basic_Index+Climate+Topography:,0.8298,0.6631,0.3191
I31,Basic_Index+Climate+SocioEconomic:,0.8233,0.6681,0.3746
I31,Basic_Index+Climate+LandCover:,0.8208,0.6679,0.3833
I31,Basic_Index+Topography+SocioEconomic:,0.8046,0.6416,0.3265
I31,Basic_Index+Topography+LandCover:,0.7636,0.6048,0.2986
I31,Basic_Index+SocioEconomic+LandCover:,0.7904,0.6304,0.3746
I31,Texture+Temporal+Climate:,0.711,0.4407,0.2669
I31,Texture+Temporal+Topography:,0.6739,0.3966,0.2012
I31,Texture+Temporal+SocioEconomic:,0.6709,0.3823,0.2373
I31,Texture+Temporal+LandCover:,0.6435,0.3746,0.2385
I31,Texture+Climate+Topography:,0.6808,0.4268,0.1821
I31,Texture+Climate+SocioEconomic:,0.6726,0.4321,0.2379
I31,Texture+Climate+LandCover:,0.6705,0.4283,0.243
I31,Texture+Topography+SocioEconomic:,0.633,0.3766,0.1608
I31,Texture+Topography+LandCover:,0.601,0.3684,0.1615
I31,Texture+SocioEconomic+LandCover:,0.6143,0.3701,0.2136
I31,Temporal+Climate+Topography:,0.5017,0.2352,0.069
I31,Temporal+Climate+SocioEconomic:,0.4802,0.229,0.1131
I31,Temporal+Climate+LandCover:,0.4954,0.2585,0.1516
I31,Temporal+Topography+SocioEconomic:,0.4013,0.1814,0.0439
I31,Temporal+Topography+LandCover:,0.4495,0.2388,0.1103
I31,Temporal+SocioEconomic+LandCover:,0.4165,0.2062,0.1281
I31,Climate+Topography+SocioEconomic:,0.4943,0.2494,0.0627
I31,Climate+Topography+LandCover:,0.5124,0.2759,0.0981
I31,Climate+SocioEconomic+LandCover:,0.4821,0.2538,0.1264
I31,Topography+SocioEconomic+LandCover:,0.4522,0.2662,0.1172
I32,Basic_Index:,0.7967,0.14,0
I32,Texture:,0.7667,-0.0724,0
I32,Temporal:,0.7772,-0.3268,0
I32,Climate:,0.7305,0.0857,0
I32,Topography:,0.9529,0.7958,0
I32,SocioEconomic:,0.6026,0.0201,0
I32,LandCover:,0.0921,0.0462,0
I32,Basic_Index+Texture:,0.871,0.2992,0.2654
I32,Basic_Index+Temporal:,0.9018,0.2488,0.3422
I32,Basic_Index+Climate:,0.9153,0.6047,0.4919
I32,Basic_Index+Topography:,0.9192,0.5042,0.0363
I32,Basic_Index+SocioEconomic:,0.8913,0.3945,0.3145
I32,Basic_Index+LandCover:,0.8322,0.3413,0.2482
I32,Texture+Temporal:,0.8432,0.0158,0.2154
I32,Texture+Climate:,0.853,0.2908,0.2842
I32,Texture+Topography:,0.9092,0.5218,0.1601
