eco_region_id	eco_region_name	year	loss_area_km2	loss_area_ha	pixel_count	forest_area_2000_km2
14	I17	2006	375.33405865147074	37533.40586514708	432.0470588235293	21071.845305455627
14	I17	2007	431.5774158647061	43157.74158647061	496.0901960784314	21071.845305455627
14	I17	2008	479.71466788112735	47971.46678811274	551.5450980392156	21071.845305455627
14	I17	2009	424.46837519240233	42446.83751924023	487.7450980392157	21071.845305455627
14	I17	2010	453.4752132870095	45347.521328700954	521.9607843137255	21071.845305455627
14	I17	2011	421.8726834487746	42187.268344877455	485.1411764705882	21071.845305455627
14	I17	2012	592.485599562499	59248.559956249905	681.278431372549	21071.845305455627
14	I17	2013	536.3690276044115	53636.902760441146	617.6705882352942	21071.845305455627
14	I17	2014	468.48468840784307	46848.468840784306	538.6274509803922	21071.845305455627
14	I17	2015	553.1995102352931	55319.95102352931	636.1803921568626	21071.845305455627
14	I17	2016	451.5755266980391	45157.55266980391	519.9098039215687	21071.845305455627
14	I17	2017	458.79742164828366	45879.74216482836	527.8823529411765	21071.845305455627
14	I17	2018	552.4726809132358	55247.268091323574	635.6745098039219	21071.845305455627
14	I17	2019	457.5334258509805	45753.34258509805	526.321568627451	21071.845305455627
14	I17	2020	478.75768166617627	47875.76816661763	550.8941176470589	21071.845305455627
15	I18	2001	50.36431258872548	5036.431258872548	58.74509803921569	22258.517763678425
15	I18	2002	71.2349152995098	7123.491529950979	83.15294117647059	22258.517763678425
15	I18	2003	91.476966145098	9147.696614509801	106.62352941176471	22258.517763678425
15	I18	2004	86.90036385759797	8690.036385759797	101.40392156862745	22258.517763678425
15	I18	2005	92.91119454877449	9291.11945487745	108.28235294117647	22258.517763678425
15	I18	2006	80.53607674999998	8053.6076749999975	94	22258.517763678425
15	I18	2007	70.97555689093137	7097.5556890931375	82.87058823529412	22258.517763678425
15	I18	2008	60.59520342745097	6059.520342745097	70.70196078431373	22258.517763678425
15	I18	2009	61.01601277671568	6101.601277671568	71.14509803921568	22258.517763678425
15	I18	2010	72.51763225955875	7251.763225955875	84.59607843137255	22258.517763678425
15	I18	2011	59.075210874999996	5907.521087499999	68.84313725490196	22258.517763678425
15	I18	2012	120.31262522352952	12031.262522352952	140.1529411764706	22258.517763678425
15	I18	2013	98.35001111691176	9835.001111691176	114.56470588235294	22258.517763678425
15	I18	2014	117.02305273308824	11702.305273308824	136.31764705882352	22258.517763678425
15	I18	2015	111.49400008823532	11149.400008823532	130.08235294117645	22258.517763678425
15	I18	2016	112.03323462696078	11203.323462696078	130.32941176470587	22258.517763678425
15	I18	2017	95.45226717696076	9545.226717696076	111.32156862745099	22258.517763678425
15	I18	2018	105.68401381593141	10568.401381593141	123.11372549019607	22258.517763678425
15	I18	2019	124.14004583799029	12414.00458379903	144.79607843137254	22258.517763678425
15	I18	2020	135.45211732083342	13545.211732083342	158.00392156862745	22258.517763678425
16	I19	2001	194.41329193480405	19441.329193480404	224.8745098039216	47640.649552524395
16	I19	2002	219.36652629142154	21936.652629142154	253.7058823529412	47640.649552524395
16	I19	2003	263.2142187536766	26321.42187536766	305.6627450980392	47640.649552524395
16	I19	2004	232.5221205458335	23252.21205458335	268.9843137254902	47640.649552524395
16	I19	2005	409.90010363774445	40990.01036377445	471.33333333333326	47640.649552524395
16	I19	2006	274.55337208504903	27455.337208504905	315.80784313725485	47640.649552524395
16	I19	2007	193.2119439183825	19321.19439183825	223.08235294117645	47640.649552524395
16	I19	2008	186.17034439803942	18617.03443980394	214.27058823529413	47640.649552524395
16	I19	2009	223.25677059852936	22325.677059852937	258.36470588235295	47640.649552524395
16	I19	2010	245.35092865049012	24535.092865049013	282.9529411764706	47640.649552524395
16	I19	2011	190.33690282279406	19033.690282279407	219.94117647058826	47640.649552524395
16	I19	2012	290.1418634475488	29014.186344754882	335.0156862745098	47640.649552524395
16	I19	2013	264.4761416183823	26447.61416183823	305.7647058823529	47640.649552524395
16	I19	2014	219.82044652426478	21982.044652426477	254.66666666666666	47640.649552524395
16	I19	2015	294.54685019705875	29454.685019705874	340.36470588235295	47640.649552524395
16	I19	2016	315.82711743651976	31582.711743651977	365.0823529411764	47640.649552524395
16	I19	2017	333.82688602009813	33382.68860200981	385.2	47640.649552524395
16	I19	2018	291.8644939348041	29186.44939348041	336.5411764705883	47640.649552524395
16	I19	2019	354.6954728134803	35469.54728134803	409.42745098039217	47640.649552524395
16	I19	2020	307.34459284730394	30734.459284730394	354.81176470588235	47640.649552524395
17	I20	2001	161.6405063882352	16164.050638823519	187.4156862745098	52459.30331163445
17	I20	2002	187.22033538063727	18722.033538063726	216.65098039215687	52459.30331163445
17	I20	2003	220.12439508799002	22012.439508799	255.00392156862736	52459.30331163445
17	I20	2004	206.54888246421555	20654.888246421557	239.3490196078431	52459.30331163445
17	I20	2005	209.36138724877446	20936.138724877448	242.78431372549016	52459.30331163445
17	I20	2006	197.04803918627454	19704.803918627455	228.49803921568628	52459.30331163445
17	I20	2007	228.2342221311273	22823.422213112728	264.8941176470588	52459.30331163445
17	I20	2008	259.3136368622549	25931.36368622549	300.8901960784313	52459.30331163445
17	I20	2009	222.4604026840687	22246.04026840687	258.0235294117647	52459.30331163445
17	I20	2010	231.4971900465684	23149.71900465684	268.56470588235294	52459.30331163445
17	I20	2011	189.2810661808824	18928.10661808824	219.39999999999998	52459.30331163445
17	I20	2012	288.476940467157	28847.694046715704	334.45882352941175	52459.30331163445
17	I20	2013	249.86671999632344	24986.671999632345	289.61960784313726	52459.30331163445
17	I20	2014	227.55814710024512	22755.81471002451	264.1647058823529	52459.30331163445
17	I20	2015	267.8661071794119	26786.610717941192	310.84313725490193	52459.30331163445
17	I20	2016	261.5423955034314	26154.23955034314	303.47450980392153	52459.30331163445
17	I20	2017	246.73259383700994	24673.259383700995	285.79999999999995	52459.30331163445
17	I20	2018	277.0339037450982	27703.39037450982	321.45490196078424	52459.30331163445
17	I20	2019	284.8482525058825	28484.82525058825	330.36470588235295	52459.30331163445
17	I20	2020	276.35206234754895	27635.206234754896	320.2392156862745	52459.30331163445
18	I21	2001	441.5896406884802	44158.96406884802	499.3019607843136	162197.57207154387
18	I21	2002	612.4986507683831	61249.86507683831	693.827450980392	162197.57207154387
18	I21	2003	582.3846688860283	58238.46688860283	657.713725490196	162197.57207154387
18	I21	2004	489.5630456759808	48956.304567598076	553.4666666666666	162197.57207154387
